grid_id,latitude,longitude
32_29,53.326309,-6.339112
32_30,53.327207,-6.339056
32_31,53.328105,-6.339
32_32,53.329003,-6.338944
32_33,53.329901,-6.338888
32_34,53.330799,-6.338833
32_35,53.331697,-6.338777
32_36,53.332594,-6.338721
32_37,53.333492,-6.338665
32_38,53.33439,-6.338609
32_39,53.335288,-6.338553
32_40,53.336186,-6.338497
32_41,53.337084,-6.338441
32_42,53.337982,-6.338385
32_43,53.33888,-6.338329
32_44,53.339778,-6.338273
32_45,53.340676,-6.338217
32_46,53.341574,-6.338161
32_47,53.342472,-6.338105
32_48,53.343369,-6.338049
32_49,53.344267,-6.337993
32_50,53.345165,-6.337937
32_51,53.346063,-6.337881
32_52,53.346961,-6.337825
32_53,53.347859,-6.33777
32_54,53.348757,-6.337714
32_55,53.349655,-6.337658
32_56,53.350553,-6.337602
32_57,53.351451,-6.337546
32_58,53.352349,-6.33749
32_59,53.353247,-6.337434
32_60,53.354145,-6.337378
32_61,53.355042,-6.337322
32_62,53.35594,-6.337266
32_63,53.356838,-6.33721
32_64,53.357736,-6.337154
32_65,53.358634,-6.337098
32_66,53.359532,-6.337042
32_67,53.36043,-6.336986
32_68,53.361328,-6.33693
32_69,53.362226,-6.336873
32_70,53.363124,-6.336817
32_71,53.364022,-6.336761
32_72,53.36492,-6.336705
32_73,53.365817,-6.336649
32_74,53.366715,-6.336593
32_75,53.367613,-6.336537
32_76,53.368511,-6.336481
32_77,53.369409,-6.336425
32_78,53.370307,-6.336369
32_79,53.371205,-6.336313
32_80,53.372103,-6.336257
32_81,53.373001,-6.336201
32_82,53.373899,-6.336145
32_83,53.374797,-6.336089
32_84,53.375694,-6.336033
32_85,53.376592,-6.335977
32_86,53.37749,-6.335921
32_87,53.378388,-6.335865
32_88,53.379286,-6.335808
32_89,53.380184,-6.335752
32_90,53.381082,-6.335696
32_91,53.38198,-6.33564
32_92,53.382878,-6.335584
32_93,53.383776,-6.335528
32_94,53.384674,-6.335472
32_95,53.385572,-6.335416
32_96,53.386469,-6.33536
32_97,53.387367,-6.335304
32_98,53.388265,-6.335247
32_99,53.389163,-6.335191
32_100,53.390061,-6.335135
32_101,53.390959,-6.335079
32_102,53.391857,-6.335023
32_103,53.392755,-6.334967
32_104,53.393653,-6.334911
32_105,53.394551,-6.334855
32_106,53.395449,-6.334798
32_107,53.396346,-6.334742
32_108,53.397244,-6.334686
32_109,53.398142,-6.33463
32_110,53.39904,-6.334574
32_111,53.399938,-6.334518
32_112,53.400836,-6.334462
32_113,53.401734,-6.334405
32_114,53.402632,-6.334349
32_115,53.40353,-6.334293
32_116,53.404428,-6.334237
32_117,53.405326,-6.334181
32_118,53.406223,-6.334125
32_119,53.407121,-6.334068
32_120,53.408019,-6.334012
32_121,53.408917,-6.333956
32_122,53.409815,-6.3339
32_123,53.410713,-6.333844
32_124,53.411611,-6.333788
32_125,53.412509,-6.333731
32_126,53.413407,-6.333675
33_0,53.300236,-6.339233
33_1,53.301134,-6.339177
33_2,53.302032,-6.339122
33_3,53.302929,-6.339066
33_4,53.303827,-6.33901
33_5,53.304725,-6.338954
33_6,53.305623,-6.338898
33_7,53.306521,-6.338842
33_8,53.307419,-6.338786
33_9,53.308317,-6.33873
33_10,53.309215,-6.338675
33_11,53.310113,-6.338619
33_12,53.311011,-6.338563
33_13,53.311909,-6.338507
33_14,53.312807,-6.338451
33_15,53.313705,-6.338395
33_16,53.314602,-6.338339
33_17,53.3155,-6.338283
33_18,53.316398,-6.338227
33_19,53.317296,-6.338172
33_20,53.318194,-6.338116
33_21,53.319092,-6.33806
33_22,53.31999,-6.338004
33_23,53.320888,-6.337948
33_24,53.321786,-6.337892
33_25,53.322684,-6.337836
33_26,53.323582,-6.33778
33_27,53.32448,-6.337724
33_28,53.325378,-6.337668
33_29,53.326275,-6.337612
33_30,53.327173,-6.337556
33_31,53.328071,-6.3375
33_32,53.328969,-6.337444
33_33,53.329867,-6.337389
33_34,53.330765,-6.337333
33_35,53.331663,-6.337277
33_36,53.332561,-6.337221
33_37,53.333459,-6.337165
33_38,53.334357,-6.337109
33_39,53.335255,-6.337053
33_40,53.336153,-6.336997
33_41,53.337051,-6.336941
33_42,53.337948,-6.336885
33_43,53.338846,-6.336829
33_44,53.339744,-6.336773
33_45,53.340642,-6.336717
33_46,53.34154,-6.336661
33_47,53.342438,-6.336605
33_48,53.343336,-6.336549
33_49,53.344234,-6.336493
33_50,53.345132,-6.336437
33_51,53.34603,-6.336381
33_52,53.346928,-6.336325
33_53,53.347826,-6.336269
33_54,53.348723,-6.336213
33_55,53.349621,-6.336157
33_56,53.350519,-6.336101
33_57,53.351417,-6.336045
33_58,53.352315,-6.335989
33_59,53.353213,-6.335933
33_60,53.354111,-6.335877
33_61,53.355009,-6.335821
33_62,53.355907,-6.335765
33_63,53.356805,-6.335709
33_64,53.357703,-6.335653
33_65,53.358601,-6.335597
33_66,53.359499,-6.335541
33_67,53.360396,-6.335485
33_68,53.361294,-6.335428
33_69,53.362192,-6.335372
33_70,53.36309,-6.335316
33_71,53.363988,-6.33526
33_72,53.364886,-6.335204
33_73,53.365784,-6.335148
33_74,53.366682,-6.335092
33_75,53.36758,-6.335036
33_76,53.368478,-6.33498
33_77,53.369376,-6.334924
33_78,53.370273,-6.334868
33_79,53.371171,-6.334812
33_80,53.372069,-6.334756
33_81,53.372967,-6.3347
33_82,53.373865,-6.334643
33_83,53.374763,-6.334587
33_84,53.375661,-6.334531
33_85,53.376559,-6.334475
33_86,53.377457,-6.334419
33_87,53.378355,-6.334363
33_88,53.379253,-6.334307
33_89,53.380151,-6.334251
33_90,53.381048,-6.334195
33_91,53.381946,-6.334138
33_92,53.382844,-6.334082
33_93,53.383742,-6.334026
33_94,53.38464,-6.33397
33_95,53.385538,-6.333914
33_96,53.386436,-6.333858
33_97,53.387334,-6.333802
33_98,53.388232,-6.333746
33_99,53.38913,-6.333689
33_100,53.390028,-6.333633
33_101,53.390925,-6.333577
33_102,53.391823,-6.333521
33_103,53.392721,-6.333465
33_104,53.393619,-6.333409
33_105,53.394517,-6.333352
33_106,53.395415,-6.333296
33_107,53.396313,-6.33324
33_108,53.397211,-6.333184
33_109,53.398109,-6.333128
33_110,53.399007,-6.333072
33_111,53.399905,-6.333015
33_112,53.400802,-6.332959
33_113,53.4017,-6.332903
33_114,53.402598,-6.332847
33_115,53.403496,-6.332791
33_116,53.404394,-6.332734
33_117,53.405292,-6.332678
33_118,53.40619,-6.332622
33_119,53.407088,-6.332566
33_120,53.407986,-6.33251
33_121,53.408884,-6.332453
33_122,53.409782,-6.332397
33_123,53.410679,-6.332341
33_124,53.411577,-6.332285
33_125,53.412475,-6.332229
33_126,53.413373,-6.332172
34_0,53.300202,-6.337734
34_1,53.3011,-6.337678
34_2,53.301998,-6.337623
34_3,53.302896,-6.337567
34_4,53.303794,-6.337511
34_5,53.304692,-6.337455
34_6,53.30559,-6.337399
34_7,53.306488,-6.337343
34_8,53.307386,-6.337287
34_9,53.308284,-6.337231
34_10,53.309181,-6.337175
34_11,53.310079,-6.337119
34_12,53.310977,-6.337064
34_13,53.311875,-6.337008
34_14,53.312773,-6.336952
34_15,53.313671,-6.336896
34_16,53.314569,-6.33684
34_17,53.315467,-6.336784
34_18,53.316365,-6.336728
34_19,53.317263,-6.336672
34_20,53.318161,-6.336616
34_21,53.319059,-6.33656
34_22,53.319957,-6.336504
34_23,53.320854,-6.336448
34_24,53.321752,-6.336392
34_25,53.32265,-6.336336
34_26,53.323548,-6.33628
34_27,53.324446,-6.336224
34_28,53.325344,-6.336168
34_29,53.326242,-6.336113
34_30,53.32714,-6.336057
34_31,53.328038,-6.336001
34_32,53.328936,-6.335945
34_33,53.329834,-6.335889
34_34,53.330732,-6.335833
34_35,53.33163,-6.335777
34_36,53.332527,-6.335721
34_37,53.333425,-6.335665
34_38,53.334323,-6.335609
34_39,53.335221,-6.335553
34_40,53.336119,-6.335497
34_41,53.337017,-6.335441
34_42,53.337915,-6.335385
34_43,53.338813,-6.335329
34_44,53.339711,-6.335273
34_45,53.340609,-6.335217
34_46,53.341507,-6.335161
34_47,53.342405,-6.335105
34_48,53.343302,-6.335049
34_49,53.3442,-6.334993
34_50,53.345098,-6.334937
34_51,53.345996,-6.33488
34_52,53.346894,-6.334824
34_53,53.347792,-6.334768
34_54,53.34869,-6.334712
34_55,53.349588,-6.334656
34_56,53.350486,-6.3346
34_57,53.351384,-6.334544
34_58,53.352282,-6.334488
34_59,53.35318,-6.334432
34_60,53.354077,-6.334376
34_61,53.354975,-6.33432
34_62,53.355873,-6.334264
34_63,53.356771,-6.334208
34_64,53.357669,-6.334152
34_65,53.358567,-6.334096
34_66,53.359465,-6.33404
34_67,53.360363,-6.333984
34_68,53.361261,-6.333927
34_69,53.362159,-6.333871
34_70,53.363057,-6.333815
34_71,53.363955,-6.333759
34_72,53.364852,-6.333703
34_73,53.36575,-6.333647
34_74,53.366648,-6.333591
34_75,53.367546,-6.333535
34_76,53.368444,-6.333479
34_77,53.369342,-6.333423
34_78,53.37024,-6.333366
34_79,53.371138,-6.33331
34_80,53.372036,-6.333254
34_81,53.372934,-6.333198
34_82,53.373832,-6.333142
34_83,53.374729,-6.333086
34_84,53.375627,-6.33303
34_85,53.376525,-6.332974
34_86,53.377423,-6.332917
34_87,53.378321,-6.332861
34_88,53.379219,-6.332805
34_89,53.380117,-6.332749
34_90,53.381015,-6.332693
34_91,53.381913,-6.332637
34_92,53.382811,-6.332581
34_93,53.383709,-6.332524
34_94,53.384607,-6.332468
34_95,53.385504,-6.332412
34_96,53.386402,-6.332356
34_97,53.3873,-6.3323
34_98,53.388198,-6.332244
34_99,53.389096,-6.332187
34_100,53.389994,-6.332131
34_101,53.390892,-6.332075
34_102,53.39179,-6.332019
34_103,53.392688,-6.331963
34_104,53.393586,-6.331906
34_105,53.394484,-6.33185
34_106,53.395381,-6.331794
34_107,53.396279,-6.331738
34_108,53.397177,-6.331682
34_109,53.398075,-6.331625
34_110,53.398973,-6.331569
34_111,53.399871,-6.331513
34_112,53.400769,-6.331457
34_113,53.401667,-6.331401
34_114,53.402565,-6.331344
34_115,53.403463,-6.331288
34_116,53.40436,-6.331232
34_117,53.405258,-6.331176
34_118,53.406156,-6.331119
34_119,53.407054,-6.331063
34_120,53.407952,-6.331007
34_121,53.40885,-6.330951
34_122,53.409748,-6.330894
34_123,53.410646,-6.330838
34_124,53.411544,-6.330782
34_125,53.412442,-6.330726
34_126,53.41334,-6.330669
35_0,53.300169,-6.336235
35_1,53.301067,-6.33618
35_2,53.301965,-6.336124
35_3,53.302862,-6.336068
35_4,53.30376,-6.336012
35_5,53.304658,-6.335956
35_6,53.305556,-6.3359
35_7,53.306454,-6.335844
35_8,53.307352,-6.335788
35_9,53.30825,-6.335732
35_10,53.309148,-6.335676
35_11,53.310046,-6.33562
35_12,53.310944,-6.335564
35_13,53.311842,-6.335508
35_14,53.31274,-6.335452
35_15,53.313638,-6.335396
35_16,53.314536,-6.33534
35_17,53.315433,-6.335284
35_18,53.316331,-6.335229
35_19,53.317229,-6.335173
35_20,53.318127,-6.335117
35_21,53.319025,-6.335061
35_22,53.319923,-6.335005
35_23,53.320821,-6.334949
35_24,53.321719,-6.334893
35_25,53.322617,-6.334837
35_26,53.323515,-6.334781
35_27,53.324413,-6.334725
35_28,53.325311,-6.334669
35_29,53.326208,-6.334613
35_30,53.327106,-6.334557
35_31,53.328004,-6.334501
35_32,53.328902,-6.334445
35_33,53.3298,-6.334389
35_34,53.330698,-6.334333
35_35,53.331596,-6.334277
35_36,53.332494,-6.334221
35_37,53.333392,-6.334165
35_38,53.33429,-6.334109
35_39,53.335188,-6.334053
35_40,53.336086,-6.333997
35_41,53.336984,-6.33394
35_42,53.337881,-6.333884
35_43,53.338779,-6.333828
35_44,53.339677,-6.333772
35_45,53.340575,-6.333716
35_46,53.341473,-6.33366
35_47,53.342371,-6.333604
35_48,53.343269,-6.333548
35_49,53.344167,-6.333492
35_50,53.345065,-6.333436
35_51,53.345963,-6.33338
35_52,53.346861,-6.333324
35_53,53.347759,-6.333268
35_54,53.348656,-6.333212
35_55,53.349554,-6.333156
35_56,53.350452,-6.3331
35_57,53.35135,-6.333044
35_58,53.352248,-6.332987
35_59,53.353146,-6.332931
35_60,53.354044,-6.332875
35_61,53.354942,-6.332819
35_62,53.35584,-6.332763
35_63,53.356738,-6.332707
35_64,53.357636,-6.332651
35_65,53.358533,-6.332595
35_66,53.359431,-6.332539
35_67,53.360329,-6.332483
35_68,53.361227,-6.332426
35_69,53.362125,-6.33237
35_70,53.363023,-6.332314
35_71,53.363921,-6.332258
35_72,53.364819,-6.332202
35_73,53.365717,-6.332146
35_74,53.366615,-6.33209
35_75,53.367513,-6.332034
35_76,53.368411,-6.331977
35_77,53.369308,-6.331921
35_78,53.370206,-6.331865
35_79,53.371104,-6.331809
35_80,53.372002,-6.331753
35_81,53.3729,-6.331697
35_82,53.373798,-6.331641
35_83,53.374696,-6.331584
35_84,53.375594,-6.331528
35_85,53.376492,-6.331472
35_86,53.37739,-6.331416
35_87,53.378288,-6.33136
35_88,53.379185,-6.331303
35_89,53.380083,-6.331247
35_90,53.380981,-6.331191
35_91,53.381879,-6.331135
35_92,53.382777,-6.331079
35_93,53.383675,-6.331023
35_94,53.384573,-6.330966
35_95,53.385471,-6.33091
35_96,53.386369,-6.330854
35_97,53.387267,-6.330798
35_98,53.388165,-6.330742
35_99,53.389062,-6.330685
35_100,53.38996,-6.330629
35_101,53.390858,-6.330573
35_102,53.391756,-6.330517
35_103,53.392654,-6.33046
35_104,53.393552,-6.330404
35_105,53.39445,-6.330348
35_106,53.395348,-6.330292
35_107,53.396246,-6.330236
35_108,53.397144,-6.330179
35_109,53.398042,-6.330123
35_110,53.398939,-6.330067
35_111,53.399837,-6.330011
35_112,53.400735,-6.329954
35_113,53.401633,-6.329898
35_114,53.402531,-6.329842
35_115,53.403429,-6.329786
35_116,53.404327,-6.329729
35_117,53.405225,-6.329673
35_118,53.406123,-6.329617
35_119,53.407021,-6.329561
35_120,53.407918,-6.329504
35_121,53.408816,-6.329448
35_122,53.409714,-6.329392
35_123,53.410612,-6.329335
35_124,53.41151,-6.329279
35_125,53.412408,-6.329223
35_126,53.413306,-6.329167
36_0,53.300135,-6.334737
36_1,53.301033,-6.334681
36_2,53.301931,-6.334625
36_3,53.302829,-6.334569
36_4,53.303727,-6.334513
36_5,53.304625,-6.334457
36_6,53.305523,-6.334401
36_7,53.306421,-6.334345
36_8,53.307319,-6.334289
36_9,53.308217,-6.334233
36_10,53.309114,-6.334177
36_11,53.310012,-6.334121
36_12,53.31091,-6.334065
36_13,53.311808,-6.334009
36_14,53.312706,-6.333953
36_15,53.313604,-6.333897
36_16,53.314502,-6.333841
36_17,53.3154,-6.333785
36_18,53.316298,-6.333729
36_19,53.317196,-6.333673
36_20,53.318094,-6.333617
36_21,53.318992,-6.333561
36_22,53.31989,-6.333505
36_23,53.320787,-6.333449
36_24,53.321685,-6.333393
36_25,53.322583,-6.333337
36_26,53.323481,-6.333281
36_27,53.324379,-6.333225
36_28,53.325277,-6.333169
36_29,53.326175,-6.333113
36_30,53.327073,-6.333057
36_31,53.327971,-6.333001
36_32,53.328869,-6.332945
36_33,53.329767,-6.332889
36_34,53.330665,-6.332833
36_35,53.331562,-6.332777
36_36,53.33246,-6.332721
36_37,53.333358,-6.332665
36_38,53.334256,-6.332609
36_39,53.335154,-6.332552
36_40,53.336052,-6.332496
36_41,53.33695,-6.33244
36_42,53.337848,-6.332384
36_43,53.338746,-6.332328
36_44,53.339644,-6.332272
36_45,53.340542,-6.332216
36_46,53.34144,-6.33216
36_47,53.342337,-6.332104
36_48,53.343235,-6.332048
36_49,53.344133,-6.331992
36_50,53.345031,-6.331936
36_51,53.345929,-6.33188
36_52,53.346827,-6.331823
36_53,53.347725,-6.331767
36_54,53.348623,-6.331711
36_55,53.349521,-6.331655
36_56,53.350419,-6.331599
36_57,53.351317,-6.331543
36_58,53.352215,-6.331487
36_59,53.353112,-6.331431
36_60,53.35401,-6.331375
36_61,53.354908,-6.331318
36_62,53.355806,-6.331262
36_63,53.356704,-6.331206
36_64,53.357602,-6.33115
36_65,53.3585,-6.331094
36_66,53.359398,-6.331038
36_67,53.360296,-6.330982
36_68,53.361194,-6.330925
36_69,53.362092,-6.330869
36_70,53.362989,-6.330813
36_71,53.363887,-6.330757
36_72,53.364785,-6.330701
36_73,53.365683,-6.330645
36_74,53.366581,-6.330588
36_75,53.367479,-6.330532
36_76,53.368377,-6.330476
36_77,53.369275,-6.33042
36_78,53.370173,-6.330364
36_79,53.371071,-6.330308
36_80,53.371969,-6.330251
36_81,53.372866,-6.330195
36_82,53.373764,-6.330139
36_83,53.374662,-6.330083
36_84,53.37556,-6.330027
36_85,53.376458,-6.32997
36_86,53.377356,-6.329914
36_87,53.378254,-6.329858
36_88,53.379152,-6.329802
36_89,53.38005,-6.329746
36_90,53.380948,-6.329689
36_91,53.381846,-6.329633
36_92,53.382743,-6.329577
36_93,53.383641,-6.329521
36_94,53.384539,-6.329465
36_95,53.385437,-6.329408
36_96,53.386335,-6.329352
36_97,53.387233,-6.329296
36_98,53.388131,-6.32924
36_99,53.389029,-6.329183
36_100,53.389927,-6.329127
36_101,53.390825,-6.329071
36_102,53.391723,-6.329015
36_103,53.39262,-6.328958
36_104,53.393518,-6.328902
36_105,53.394416,-6.328846
36_106,53.395314,-6.32879
36_107,53.396212,-6.328733
36_108,53.39711,-6.328677
36_109,53.398008,-6.328621
36_110,53.398906,-6.328565
36_111,53.399804,-6.328508
36_112,53.400702,-6.328452
36_113,53.4016,-6.328396
36_114,53.402497,-6.328339
36_115,53.403395,-6.328283
36_116,53.404293,-6.328227
36_117,53.405191,-6.328171
36_118,53.406089,-6.328114
36_119,53.406987,-6.328058
36_120,53.407885,-6.328002
36_121,53.408783,-6.327945
36_122,53.409681,-6.327889
36_123,53.410579,-6.327833
36_124,53.411476,-6.327776
36_125,53.412374,-6.32772
36_126,53.413272,-6.327664
37_0,53.300102,-6.333238
37_1,53.301,-6.333182
37_2,53.301898,-6.333126
37_3,53.302795,-6.33307
37_4,53.303693,-6.333014
37_5,53.304591,-6.332958
37_6,53.305489,-6.332902
37_7,53.306387,-6.332846
37_8,53.307285,-6.33279
37_9,53.308183,-6.332734
37_10,53.309081,-6.332678
37_11,53.309979,-6.332622
37_12,53.310877,-6.332566
37_13,53.311775,-6.33251
37_14,53.312673,-6.332454
37_15,53.313571,-6.332398
37_16,53.314468,-6.332342
37_17,53.315366,-6.332286
37_18,53.316264,-6.33223
37_19,53.317162,-6.332174
37_20,53.31806,-6.332118
37_21,53.318958,-6.332062
37_22,53.319856,-6.332005
37_23,53.320754,-6.331949
37_24,53.321652,-6.331893
37_25,53.32255,-6.331837
37_26,53.323448,-6.331781
37_27,53.324346,-6.331725
37_28,53.325243,-6.331669
37_29,53.326141,-6.331613
37_30,53.327039,-6.331557
37_31,53.327937,-6.331501
37_32,53.328835,-6.331445
37_33,53.329733,-6.331389
37_34,53.330631,-6.331333
37_35,53.331529,-6.331277
37_36,53.332427,-6.331221
37_37,53.333325,-6.331165
37_38,53.334223,-6.331108
37_39,53.335121,-6.331052
37_40,53.336018,-6.330996
37_41,53.336916,-6.33094
37_42,53.337814,-6.330884
37_43,53.338712,-6.330828
37_44,53.33961,-6.330772
37_45,53.340508,-6.330716
37_46,53.341406,-6.33066
37_47,53.342304,-6.330604
37_48,53.343202,-6.330547
37_49,53.3441,-6.330491
37_50,53.344998,-6.330435
37_51,53.345896,-6.330379
37_52,53.346793,-6.330323
37_53,53.347691,-6.330267
37_54,53.348589,-6.330211
37_55,53.349487,-6.330154
37_56,53.350385,-6.330098
37_57,53.351283,-6.330042
37_58,53.352181,-6.329986
37_59,53.353079,-6.32993
37_60,53.353977,-6.329874
37_61,53.354875,-6.329818
37_62,53.355773,-6.329761
37_63,53.35667,-6.329705
37_64,53.357568,-6.329649
37_65,53.358466,-6.329593
37_66,53.359364,-6.329537
37_67,53.360262,-6.329481
37_68,53.36116,-6.329424
37_69,53.362058,-6.329368
37_70,53.362956,-6.329312
37_71,53.363854,-6.329256
37_72,53.364752,-6.3292
37_73,53.36565,-6.329143
37_74,53.366548,-6.329087
37_75,53.367445,-6.329031
37_76,53.368343,-6.328975
37_77,53.369241,-6.328919
37_78,53.370139,-6.328862
37_79,53.371037,-6.328806
37_80,53.371935,-6.32875
37_81,53.372833,-6.328694
37_82,53.373731,-6.328638
37_83,53.374629,-6.328581
37_84,53.375527,-6.328525
37_85,53.376425,-6.328469
37_86,53.377322,-6.328413
37_87,53.37822,-6.328356
37_88,53.379118,-6.3283
37_89,53.380016,-6.328244
37_90,53.380914,-6.328188
37_91,53.381812,-6.328131
37_92,53.38271,-6.328075
37_93,53.383608,-6.328019
37_94,53.384506,-6.327963
37_95,53.385404,-6.327906
37_96,53.386301,-6.32785
37_97,53.387199,-6.327794
37_98,53.388097,-6.327738
37_99,53.388995,-6.327681
37_100,53.389893,-6.327625
37_101,53.390791,-6.327569
37_102,53.391689,-6.327513
37_103,53.392587,-6.327456
37_104,53.393485,-6.3274
37_105,53.394383,-6.327344
37_106,53.395281,-6.327287
37_107,53.396178,-6.327231
37_108,53.397076,-6.327175
37_109,53.397974,-6.327118
37_110,53.398872,-6.327062
37_111,53.39977,-6.327006
37_112,53.400668,-6.32695
37_113,53.401566,-6.326893
37_114,53.402464,-6.326837
37_115,53.403362,-6.326781
37_116,53.40426,-6.326724
37_117,53.405157,-6.326668
37_118,53.406055,-6.326612
37_119,53.406953,-6.326555
37_120,53.407851,-6.326499
37_121,53.408749,-6.326443
37_122,53.409647,-6.326386
37_123,53.410545,-6.32633
37_124,53.411443,-6.326274
37_125,53.412341,-6.326217
37_126,53.413239,-6.326161
38_0,53.300068,-6.331739
38_1,53.300966,-6.331683
38_2,53.301864,-6.331627
38_3,53.302762,-6.331571
38_4,53.30366,-6.331515
38_5,53.304558,-6.331459
38_6,53.305456,-6.331403
38_7,53.306354,-6.331347
38_8,53.307252,-6.331291
38_9,53.308149,-6.331235
38_10,53.309047,-6.331179
38_11,53.309945,-6.331123
38_12,53.310843,-6.331066
38_13,53.311741,-6.33101
38_14,53.312639,-6.330954
38_15,53.313537,-6.330898
38_16,53.314435,-6.330842
38_17,53.315333,-6.330786
38_18,53.316231,-6.33073
38_19,53.317129,-6.330674
38_20,53.318027,-6.330618
38_21,53.318924,-6.330562
38_22,53.319822,-6.330506
38_23,53.32072,-6.33045
38_24,53.321618,-6.330394
38_25,53.322516,-6.330338
38_26,53.323414,-6.330282
38_27,53.324312,-6.330226
38_28,53.32521,-6.330169
38_29,53.326108,-6.330113
38_30,53.327006,-6.330057
38_31,53.327904,-6.330001
38_32,53.328802,-6.329945
38_33,53.329699,-6.329889
38_34,53.330597,-6.329833
38_35,53.331495,-6.329777
38_36,53.332393,-6.329721
38_37,53.333291,-6.329664
38_38,53.334189,-6.329608
38_39,53.335087,-6.329552
38_40,53.335985,-6.329496
38_41,53.336883,-6.32944
38_42,53.337781,-6.329384
38_43,53.338679,-6.329328
38_44,53.339577,-6.329272
38_45,53.340474,-6.329215
38_46,53.341372,-6.329159
38_47,53.34227,-6.329103
38_48,53.343168,-6.329047
38_49,53.344066,-6.328991
38_50,53.344964,-6.328935
38_51,53.345862,-6.328879
38_52,53.34676,-6.328822
38_53,53.347658,-6.328766
38_54,53.348556,-6.32871
38_55,53.349454,-6.328654
38_56,53.350352,-6.328598
38_57,53.351249,-6.328542
38_58,53.352147,-6.328485
38_59,53.353045,-6.328429
38_60,53.353943,-6.328373
38_61,53.354841,-6.328317
38_62,53.355739,-6.328261
38_63,53.356637,-6.328204
38_64,53.357535,-6.328148
38_65,53.358433,-6.328092
38_66,53.359331,-6.328036
38_67,53.360229,-6.32798
38_68,53.361126,-6.327923
38_69,53.362024,-6.327867
38_70,53.362922,-6.327811
38_71,53.36382,-6.327755
38_72,53.364718,-6.327699
38_73,53.365616,-6.327642
38_74,53.366514,-6.327586
38_75,53.367412,-6.32753
38_76,53.36831,-6.327474
38_77,53.369208,-6.327417
38_78,53.370106,-6.327361
38_79,53.371003,-6.327305
38_80,53.371901,-6.327249
38_81,53.372799,-6.327192
38_82,53.373697,-6.327136
38_83,53.374595,-6.32708
38_84,53.375493,-6.327024
38_85,53.376391,-6.326967
38_86,53.377289,-6.326911
38_87,53.378187,-6.326855
38_88,53.379085,-6.326799
38_89,53.379983,-6.326742
38_90,53.38088,-6.326686
38_91,53.381778,-6.32663
38_92,53.382676,-6.326573
38_93,53.383574,-6.326517
38_94,53.384472,-6.326461
38_95,53.38537,-6.326405
38_96,53.386268,-6.326348
38_97,53.387166,-6.326292
38_98,53.388064,-6.326236
38_99,53.388962,-6.326179
38_100,53.389859,-6.326123
38_101,53.390757,-6.326067
38_102,53.391655,-6.32601
38_103,53.392553,-6.325954
38_104,53.393451,-6.325898
38_105,53.394349,-6.325841
38_106,53.395247,-6.325785
38_107,53.396145,-6.325729
38_108,53.397043,-6.325672
38_109,53.397941,-6.325616
38_110,53.398839,-6.32556
38_111,53.399736,-6.325503
38_112,53.400634,-6.325447
38_113,53.401532,-6.325391
38_114,53.40243,-6.325334
38_115,53.403328,-6.325278
38_116,53.404226,-6.325222
38_117,53.405124,-6.325165
38_118,53.406022,-6.325109
38_119,53.40692,-6.325053
38_120,53.407818,-6.324996
38_121,53.408715,-6.32494
38_122,53.409613,-6.324884
38_123,53.410511,-6.324827
38_124,53.411409,-6.324771
38_125,53.412307,-6.324714
38_126,53.413205,-6.324658
39_0,53.300035,-6.33024
39_1,53.300933,-6.330184
39_2,53.30183,-6.330128
39_3,53.302728,-6.330072
39_4,53.303626,-6.330016
39_5,53.304524,-6.32996
39_6,53.305422,-6.329904
39_7,53.30632,-6.329848
39_8,53.307218,-6.329792
39_9,53.308116,-6.329735
39_10,53.309014,-6.329679
39_11,53.309912,-6.329623
39_12,53.31081,-6.329567
39_13,53.311708,-6.329511
39_14,53.312605,-6.329455
39_15,53.313503,-6.329399
39_16,53.314401,-6.329343
39_17,53.315299,-6.329287
39_18,53.316197,-6.329231
39_19,53.317095,-6.329175
39_20,53.317993,-6.329119
39_21,53.318891,-6.329062
39_22,53.319789,-6.329006
39_23,53.320687,-6.32895
39_24,53.321585,-6.328894
39_25,53.322483,-6.328838
39_26,53.32338,-6.328782
39_27,53.324278,-6.328726
39_28,53.325176,-6.32867
39_29,53.326074,-6.328614
39_30,53.326972,-6.328557
39_31,53.32787,-6.328501
39_32,53.328768,-6.328445
39_33,53.329666,-6.328389
39_34,53.330564,-6.328333
39_35,53.331462,-6.328277
39_36,53.33236,-6.328221
39_37,53.333258,-6.328164
39_38,53.334155,-6.328108
39_39,53.335053,-6.328052
39_40,53.335951,-6.327996
39_41,53.336849,-6.32794
39_42,53.337747,-6.327884
39_43,53.338645,-6.327827
39_44,53.339543,-6.327771
39_45,53.340441,-6.327715
39_46,53.341339,-6.327659
39_47,53.342237,-6.327603
39_48,53.343135,-6.327547
39_49,53.344033,-6.32749
39_50,53.34493,-6.327434
39_51,53.345828,-6.327378
39_52,53.346726,-6.327322
39_53,53.347624,-6.327266
39_54,53.348522,-6.327209
39_55,53.34942,-6.327153
39_56,53.350318,-6.327097
39_57,53.351216,-6.327041
39_58,53.352114,-6.326985
39_59,53.353012,-6.326928
39_60,53.35391,-6.326872
39_61,53.354807,-6.326816
39_62,53.355705,-6.32676
39_63,53.356603,-6.326704
39_64,53.357501,-6.326647
39_65,53.358399,-6.326591
39_66,53.359297,-6.326535
39_67,53.360195,-6.326479
39_68,53.361093,-6.326422
39_69,53.361991,-6.326366
39_70,53.362889,-6.32631
39_71,53.363787,-6.326254
